LabNumber	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-24-1156	Gauteng	Tshwane MM	23.0	2024-06-07	COV-24-1156	Kalafong Hospital	KP.3.X BA.2.86.X KP.1.X JN.1.X BA.5.X Other Recombinants	[0.45318846, 0.5455062700000001, 0.00024429, 0.0008348499999999998, 7.6e-05, 6.101e-05, 8.913e-05]
COV-24-1160	Gauteng	Tshwane MM	23.0	2024-06-07	COV-24-1160	Groenkloof	KP.3.X JN.1.X BA.2.86.X KP.1.X Delta XBB.X BA.5.X BA.2.X BA.4.X Recombinants Other	[0.5391918599999999, 0.20758501999999998, 0.25295936, 0.00018204999999999998, 1.08e-06, 2.4400000000000004e-06, 1.62e-06, 5.1e-07, 2.2e-07, 8.102000000000001e-05, 8.72e-06]
COV-24-1167	Gauteng	Ekurhuleni MM	24.0	2024-06-10	COV-24-1167	Tembisa Hospital Downstream	JN.1.X LB.1.3.X BA.2.86.X KP.1.X KP.3.X Other	[0.6730682600000001, 0.27762993, 0.0486466, 0.00048923, 0.00016583, 7e-07]
COV-24-1174	Gauteng	Ekurhuleni MM	24.0	2024-06-11	COV-24-1174	Kalafong Hospital	JN.1.X KP.3.X BA.2.86.X BA.4.X XBB.X Recombinants Other	[0.99923684, 0.00035189, 8.9e-05, 6.477e-05, 4.423e-05, 0.00011321, 0.00010003]
COV-24-1178	Gauteng	Tshwane MM	24.0	2024-06-11	COV-24-1178	Groenkloof	LB.1.3.X JN.1.X BA.2.86.X BA.4.X KP.1.X Recombinants Other	[0.695911, 0.19044679999999994, 0.11304692, 5.342e-05, 7.6e-05, 0.00046562999999999997, 3.2e-07]
COV-24-1180	Gauteng	Ekurhuleni MM	24.0	2024-06-11	COV-24-1180	Hartebeesfontein Waterworks	LB.1.3.X BA.2.86.X LB.1.3.4.X JN.1.X KP.3.X BA.5.X BA.2.X BA.1.X Recombinants Other	[0.31850095, 0.46044669999999993, 0.08604702, 0.1040896, 0.029243380000000003, 8.298e-05, 2.701e-05, 1.4e-05, 0.0014602099999999998, 8.798e-05]
COV-24-1189	Limpopo	Vhembe DM	23.0	2024-06-10	COV-24-1189	Nancefield	JN.1.X BA.2.86.X LB.1.3.X KP.3.X KP.1.X Other	[0.81391287, 0.18535764999999998, 0.00029597, 0.00020866, 0.00013577, 8.900999999999999e-05]
COV-24-1190	Free State	Mangaung MM	24.0	2024-06-11	COV-24-1190	Bloemspruit Wastewater Treatment Works	JN.1.X LB.1.3.4.X LB.1.3.X BA.2.86.X KP.3.X Other Recombinants	[0.6282786800000002, 0.12296532, 0.24611453, 0.00228, 2.921e-05, 0.00013, 0.00020207]
COV-24-1192	Gauteng	Johannesburg MM	24.0	2024-06-12	COV-24-1192	Goudkoppies Wastewater Treatment Works	LB.1.3.X JN.1.X KP.1.X BA.2.86.X XBB.X BA.5.X Recombinants Other	[0.71217696, 0.28613039000000007, 0.00083108, 0.0007805400000000001, 1.08e-06, 1.07e-06, 7.991e-05, 3.28e-06]
COV-24-1197	Mpumalanga	Ehlanzeni DM	24.0	2024-06-10	COV-24-1197	Komatipoort Sewage plant	JN.1.X KP.1.X BA.2.86.X BA.5.X Recombinants Other	[0.54544175, 0.45439693000000003, 7.589e-05, 6.4e-07, 8.431e-05, 4.76e-06]
COV-24-1198	Gauteng	Ekurhuleni MM	24.0	2024-06-13	COV-24-1198	Midstream	JN.1.X BA.2.86.X LB.1.3.X KP.3.X BA.5.X XEC.X XBB.X BA.2.X Recombinants Other	[0.8211261099999998, 0.14780479, 0.030569330000000002, 8.358e-05, 6.060999999999999e-05, 1.09e-05, 2.3600000000000003e-06, 4.5e-07, 0.00034475, 4.2000000000000004e-06]
COV-24-1203	Gauteng	Ekurhuleni MM	24.0	2024-06-13	COV-24-1203	Namane Drive	JN.1.X BA.2.12.X BA.2.X BA.2.86.X KP.1.X BA.5.X BA.1.X BA.4.X Recombinants Other	[0.38029033, 0.06510329000000001, 0.00457544, 0.00042391999999999994, 0.00023266999999999998, 0.00014652, 4.828e-05, 7.94e-06, 0.00026342, 1.09781628]
COV-24-1206	Gauteng	Tshwane MM	24.0	2024-06-12	COV-24-1206	Rooiwal Wastewater Treatment Works	KP.3.X JN.1.X BA.2.86.X KP.1.X Recombinants	[0.443299, 0.50602305, 0.04989994999999999, 0.00036216, 0.00041565999999999993]
COV-24-1211	Gauteng	Ekurhuleni MM	24.0	2024-06-13	COV-24-1211	Other	JN.1.X LB.1.3.X BA.5.X Recombinants	[0.99920317, 0.00067081, 0.00011, 1.6e-05]
COV-24-1212	Gauteng	Tshwane MM	24.0	2024-06-14	COV-24-1212	Daspoort Wastewater Treatment Works	JN.1.X KP.3.X BA.2.86.X BA.5.X Recombinants	[0.7463415400000001, 0.25219236999999994, 0.0011299799999999998, 0.00010001, 0.00023589000000000002]
COV-24-1217	Gauteng	Tshwane MM	24.0	2024-06-14	COV-24-1217	Laudium	JN.1.X KP.1.X BA.2.86.X BA.2.X BA.4.X LP.8.1.X Recombinants Other	[0.4345392100000001, 0.5644557499999999, 0.00017648, 0.00015951, 5.934e-05, 4.123e-05, 0.00045293, 0.00023076]
COV-24-1224	Gauteng	Tshwane MM	25.0	2024-06-18	COV-24-1224	Daspoort Wastewater Treatment Works	JN.1.X KP.1.X KP.3.X LB.1.3.X BA.5.X BA.2.86.X XBB.X BA.2.X Recombinants Other	[0.7399009899999998, 0.16201088000000002, 0.09648244, 0.00118673, 9.261e-05, 5.765e-05, 2.19e-06, 2.1e-07, 0.0002692, 5.659999999999999e-06]
COV-24-1227	Gauteng	Tshwane MM	25.0	2024-06-18	COV-24-1227	Vergenoeg	KP.3.X Recombinants Other	[1.17e-06, 0.99993687, 0.00012442]
COV-24-1230	Gauteng	Johannesburg MM	25.0	2024-06-18	COV-24-1230	Northern Wastewater Treatment Works (GP)	KP.3.X JN.1.X LB.1.3.X LB.1.3.4.X BA.2.86.X KP.1.X BA.4.X BA.5.X BA.2.X XBB.1.5.X XBB.X Recombinants Other	[0.24783013, 0.48799122, 0.17195389, 0.09158132, 0.00012221999999999998, 0.00016118, 5.8920000000000005e-05, 2.439e-05, 1.46e-06, 8.599999999999999e-07, 4.4e-07, 0.00027683, 8.72e-06]
COV-24-1231	Gauteng	Johannesburg MM	25.0	2024-06-19	COV-24-1231	Bushkoppies Inlet	JN.1.X KP.1.X KP.3.X LB.1.3.X BA.2.86.X BA.4.X BA.2.X Other Recombinants	[0.8711698899999998, 0.08831571000000002, 0.040216049999999996, 0.00011131, 2.822e-05, 2.019e-05, 5.81e-06, 5.107e-05, 8.16e-05]
COV-24-1232	Gauteng	Johannesburg MM	25.0	2024-06-19	COV-24-1232	Bushkoppies Final	JN.1.X KP.3.X LB.1.3.4.X KP.1.X BA.2.X BA.5.X BA.2.86.X XBB.X Other	[0.7572714099999998, 0.24128056, 0.00106759, 0.00012778, 6.717e-05, 0.00011253, 5.499e-05, 3.7e-07, 3.556e-05]
COV-24-1233	Gauteng	Johannesburg MM	25.0	2024-06-19	COV-24-1233	Klipsruit Yard (Before tunnel)	KP.3.X BA.2.86.X JN.1.X BA.5.X XBB.1.5.X Delta BA.2.X Recombinants Other	[0.69519712, 0.30413944, 0.00037186999999999995, 3.446e-05, 5.279999999999999e-06, 1.25e-06, 9.4e-07, 0.00026063, 1.8740000000000004e-05]
COV-24-1235	Gauteng	Johannesburg MM	25.0	2024-06-19	COV-24-1235	Motsoaledi	KP.1.X JN.1.X KP.3.X Delta BA.5.X BA.2.86.X Other Recombinants	[0.9986235899999999, 0.0010415499999999998, 0.00015847, 2.142e-05, 1.901e-05, 1.4e-05, 5.468e-05, 6.735e-05]
COV-24-1236	Gauteng	Johannesburg MM	25.0	2024-06-19	COV-24-1236	Goudkoppies Wastewater Treatment Works	JN.1.X BA.2.86.X LB.1.3.X KP.1.X BA.2.X KP.3.X BA.5.X XBB.X XBB.1.5.X Recombinants Other	[0.68158531, 0.2582548, 0.05957589, 0.00030611, 8.787e-05, 5.641e-05, 6.930999999999999e-05, 1.04e-06, 3.1e-07, 6.431e-05, 5.479999999999999e-06]
COV-24-1238	Free State	Mangaung MM	25.0	2024-06-18	COV-24-1238	Bloemspruit Wastewater Treatment Works	JN.1.X Delta BA.5.X BA.2.X Recombinants Other	[0.9981575199999999, 2.2e-07, 3e-07, 2.7999999999999997e-07, 0.00184192, 4.28e-06]
COV-24-1245	Gauteng	Ekurhuleni MM	25.0	2024-06-18	COV-24-1245	Hartebeesfontein Waterworks	LB.1.3.X JN.1.X BA.2.86.X KP.1.X KP.3.X BA.5.X LP.8.1.X XBB.1.5.X BA.2.X XBB.X Recombinants Other	[0.43167718, 0.3277654000000001, 0.19206500000000004, 0.04791429000000001, 0.0002116, 0.00012789000000000002, 4.069e-05, 2.6e-07, 2.2e-07, 2.5e-07, 0.00019714, 2.3600000000000003e-06]
COV-24-1255	Limpopo	Vhembe DM	25.0	2024-06-18	COV-24-1255	Nancefield	JN.1.X KP.1.X XBB.1.5.X	[0.9998171599999999, 0.00012230999999999999, 6.054e-05]
COV-24-1256	North West	Bojanala Platinum DM	25.0	2024-06-19	COV-24-1256	Rustenburg Wastewater Treatment Works	JN.1.X KP.3.X KP.1.X BA.2.X Other	[0.515159, 0.48458899, 0.00016399, 8.76e-05, 4.8e-07]
COV-24-1257	Northern Cape	Frances Baard DM	25.0	2024-06-19	COV-24-1257	Homevale Kimberley	JN.1.X BA.5.X BA.2.86.X Other Recombinants	[0.9997603599999998, 9.942e-05, 5.262e-05, 5.158e-05, 3.601e-05]
COV-24-1260	Gauteng	Tshwane MM	25.0	2024-06-21	COV-24-1260	Daspoort Wastewater Treatment Works	KP.3.X BA.2.86.X JN.1.X BA.5.X KP.1.X XBB.X Other	[0.99925008, 0.00015569, 0.00028990000000000005, 8.031e-05, 0.00011889000000000001, 5.8e-07, 0.00010580000000000001]
COV-24-1266	Gauteng	Tshwane MM	25.0	2024-06-21	COV-24-1266	Groenkloof	KP.3.X JN.1.X KP.1.X BA.2.86.X Recombinants Other	[0.6068902700000001, 0.2851410100000001, 0.050989889999999996, 0.0564506, 0.00041498, 0.00011303999999999999]
COV-24-1268	Gauteng	Ekurhuleni MM	26.0	2024-06-24	COV-24-1268	Midstream	JN.1.X LB.1.3.X KP.1.X LB.1.3.4.X BA.2.X BA.5.X BA.4.X Recombinants Other	[0.5467864000000002, 0.11425295, 0.00238095, 0.001147, 0.00096175, 0.00035099, 0.00010383, 0.33395204000000006, 6.404e-05]
COV-24-1271	Gauteng	Ekurhuleni MM	26.0	2024-06-24	COV-24-1271	Tembisa Hospital Downstream	JN.1.X KP.1.X BA.2.86.X KP.3.X Recombinants Other	[0.46752288, 0.43192583999999995, 0.09998473, 0.00022023000000000002, 0.00016722, 0.00017896]
COV-24-1277	Gauteng	Tshwane MM	26.0	2024-06-25	COV-24-1277	Daspoort Wastewater Treatment Works	KP.1.X JN.1.X LB.1.3.X LB.1.3.4.X KP.3.X BA.5.X Recombinants Other	[0.2582075699999999, 0.48124089999999986, 0.13478436, 0.064255, 0.00020575999999999998, 3.899e-05, 0.0610654, 0.000202]
COV-24-1278	Gauteng	Tshwane MM	26.0	2024-06-25	COV-24-1278	SAPS Training College	KP.3.X JN.1.X KP.1.X BA.4.X BA.5.X LB.1.3.X BA.2.86.X XBB.1.5.X Delta Recombinants Other	[0.48499756999999993, 0.5141857400000001, 0.00030493, 0.00016026999999999998, 0.0001071, 5.369e-05, 3.102e-05, 6.3e-07, 2.5e-07, 0.00015935, 5.14e-06]
COV-24-1280	Gauteng	Tshwane MM	26.0	2024-06-25	COV-24-1280	Atteridgeville Train Station	JN.1.X BA.2.86.X KP.1.X KP.3.X BA.4.X BA.5.X Other	[0.5387570199999996, 0.28459909, 0.11011608, 0.06624753, 0.00010869, 2.348e-05, 0.00014813]
COV-24-1283	Gauteng	Tshwane MM	26.0	2024-06-25	COV-24-1283	Groenkloof	KP.1.X JN.1.X KP.3.X BA.2.86.X BA.5.X LB.1.3.X BA.4.X XBB.X Recombinants Other	[0.42008399999999996, 0.43032273000000004, 0.14875552000000003, 0.00025955, 7.664999999999999e-05, 5.696e-05, 4.741e-05, 1.095e-05, 0.00028317, 0.00010301]
COV-24-1284	Gauteng	Johannesburg MM	26.0	2024-06-25	COV-24-1284	Northern Wastewater Treatment Works (GP)	LB.1.3.X JN.1.X KP.3.X KP.1.X LB.1.3.4.X BA.2.86.X BA.4.X BA.5.X Recombinants Other	[0.25096173, 0.5521211900000004, 0.07018946000000001, 0.12421331999999999, 0.00171527, 0.00015298999999999998, 4.873e-05, 2.13e-05, 0.00052779, 9.622e-05]
COV-24-1286	KwaZulu-Natal	Ethekwini MM	26.0	2024-06-24	COV-24-1286	Central Wastewater Treatment Works (KZN)	JN.1.X LB.1.3.X KP.3.X LP.8.1.X BA.2.86.X XBB.X BA.4.X Recombinants	[0.99915456, 8.776e-05, 8.636e-05, 6.644e-05, 6.6e-05, 9.483e-05, 4.217e-05, 0.00040186000000000003]
COV-24-1290	Gauteng	Johannesburg MM	26.0	2024-06-26	COV-24-1290	Klipspruit Veggies (After tunnel)	JN.1.X KP.1.X BA.2.86.X BA.2.X BA.5.X KP.3.X LB.1.3.X XBB.X LP.8.1.X Recombinants Other	[0.9858903000000007, 0.010278830000000001, 0.00025284, 0.00015508, 0.00018259000000000003, 8.510000000000001e-05, 7.65e-06, 3.7499999999999997e-06, 2.6e-07, 0.00314896, 9.02e-06]
COV-24-1291	Gauteng	Johannesburg MM	26.0	2024-06-26	COV-24-1291	Bushkoppies Inlet	LB.1.3.X JN.1.X KP.1.X BA.5.X BA.2.X BA.4.X Recombinants	[0.37320199000000004, 0.4328737999999999, 0.19371099, 7.919e-05, 6.079e-05, 3.515e-05, 3.796e-05]
COV-24-1292	Gauteng	Johannesburg MM	26.0	2024-06-26	COV-24-1292	Bushkoppies Final	JN.1.X KP.1.X KP.3.X LB.1.3.X XBB.X BA.2.86.X BA.4.X BA.5.X Recombinants Other	[0.8153032999999997, 0.18335896000000002, 0.0005492699999999999, 7.463e-05, 7.143e-05, 0.00012676, 3.954e-05, 6.14e-06, 0.00038281, 8.698999999999999e-05]
COV-24-1293	Gauteng	Johannesburg MM	26.0	2024-06-26	COV-24-1293	Goudkoppies Wastewater Treatment Works	JN.1.X KP.1.X BA.2.86.X XBB.1.5.X BA.5.X KP.3.X Other Recombinants	[0.85568762, 0.14397741, 8.946e-05, 5.924e-05, 3.323e-05, 3.83e-06, 0.00010002, 4.91e-05]
COV-24-1295	Gauteng	Tshwane MM	25.0	2024-06-19	COV-24-1295	Rooiwal Wastewater Treatment Works	JN.1.X KP.3.X LB.1.3.X BA.2.86.X BA.5.X KP.1.X BA.2.X Recombinants Other	[0.93364501, 0.06551285000000001, 0.00025687, 5.673e-05, 4.588e-05, 4.365e-05, 2.919e-05, 0.00030046, 0.00010935]
COV-24-1316	North West	Bojanala Platinum DM	26.0	2024-06-26	COV-24-1316	Rustenburg Wastewater Treatment Works	JN.1.X LB.1.3.4.X KP.3.X BA.2.86.X LB.1.3.X BA.2.X KP.1.X LP.8.1.X Recombinants Other	[0.8405081500000002, 0.15838, 0.00023145999999999998, 0.00022872000000000002, 7.108e-05, 6.3e-05, 0.00011999, 8.2e-07, 0.00025071, 0.00014601]
COV-24-1318	Northern Cape	Frances Baard DM	26.0	2024-06-26	COV-24-1318	Homevale Kimberley	JN.1.X BA.2.86.X KP.1.X LB.1.3.X BA.4.X BA.5.X Recombinants Other	[0.9993211000000001, 0.00025006999999999997, 0.00013327, 6.34e-05, 4.696e-05, 1.7029999999999998e-05, 0.00010881, 0.00011902]
COV-24-1306	Gauteng	Ekurhuleni MM	26.0	2024-06-27	COV-24-1306	Midstream	KP.3.X JN.1.X BA.2.X KP.1.X BA.4.X BA.5.X Other Recombinants	[0.6363255200000002, 0.19589919, 0.16708521999999998, 0.00024814, 0.00019172, 3.034e-05, 0.000155, 6.463e-05]
COV-24-1307	Gauteng	Ekurhuleni MM	26.0	2024-06-27	COV-24-1307	Olifantsfontein	BA.2.86.X JN.1.X KP.1.X KP.3.X Recombinants	[0.424718, 0.55098969, 0.0240609, 0.00010521, 0.00012618]
COV-24-1313	Gauteng	Ekurhuleni MM	26.0	2024-06-27	COV-24-1313	Sasol Garage	LB.1.3.4.X JN.1.X BA.5.X XBB.1.5.X KP.3.X XBB.X BA.2.X Delta Recombinants Other	[0.99969703, 0.00030261000000000003, 1.38e-06, 4.3e-07, 3.8999999999999997e-07, 4.3e-07, 3.6e-07, 2.3e-07, 2e-07, 4.74e-06]
COV-24-1319	Gauteng	Tshwane MM	26.0	2024-06-28	COV-24-1319	Daspoort Wastewater Treatment Works	JN.1.X KP.1.X KP.3.X BA.2.86.X Recombinants	[0.5371704300000001, 0.42105300000000007, 0.04097148, 0.00072899, 7.599e-05]
COV-24-1322	Gauteng	Tshwane MM	26.0	2024-06-28	COV-24-1322	Atteridgeville Train Station	JN.1.X BA.2.86.X KP.1.X Delta BA.5.X XBB.1.5.X XBB.X Recombinants Other	[0.99958671, 0.00029746, 3.8e-07, 2.6e-07, 3.7999999999999996e-07, 2e-07, 3.4000000000000003e-07, 0.00011506, 2.04e-06]
COV-24-1325	Gauteng	Tshwane MM	26.0	2024-06-28	COV-24-1325	Groenkloof	JN.1.X LB.1.3.X BA.2.86.X KP.3.X Recombinants	[0.6535968499999999, 0.209819, 0.1362546, 0.00011547, 0.00021408]
COV-24-1326	Gauteng	Ekurhuleni MM	27.0	2024-07-01	COV-24-1326	Midstream	KP.3.X JN.1.X KP.1.X BA.2.X Other	[0.31603552, 0.6834878999999998, 0.00028453, 3.01e-06, 0.00018908]
COV-24-1327	Gauteng	Ekurhuleni MM	27.0	2024-07-01	COV-24-1327	Olifantsfontein	LB.1.3.X BA.2.86.X JN.1.X KP.1.X KP.3.X BA.5.X XBB.X BA.4.X Recombinants Other	[0.66475494, 0.14631233999999999, 0.18813494, 0.000366, 0.00031754, 2.807e-05, 6.7e-07, 4.4e-07, 8.534e-05, 1.02e-06]
COV-24-1336	Gauteng	Tshwane MM	26.0	2024-06-26	COV-24-1336	Rooiwal Wastewater Treatment Works	JN.1.X KP.3.X BA.2.86.X KP.1.X BA.2.X BA.2.12.X XBB.X XBB.1.5.X LB.1.3.X Delta BA.5.X BA.4.X Recombinants Other	[0.52051738, 0.47151783999999997, 0.00766698, 8.624e-05, 1.065e-05, 1.33e-06, 3.85e-06, 1e-06, 9.3e-07, 6.1e-07, 1.09e-06, 3.8999999999999997e-07, 0.00019813000000000003, 1.0880000000000001e-05]
COV-24-1338	Gauteng	Tshwane MM	27.0	2024-07-02	COV-24-1338	Daspoort Wastewater Treatment Works	JN.1.X KP.1.X KP.3.X BA.1.X BA.2.X BA.2.86.X Other	[0.4159346, 0.41579561000000004, 0.16804676, 3.201e-05, 7.98e-06, 2e-06, 0.00036276]
COV-24-1340	Gauteng	Tshwane MM	27.0	2024-07-02	COV-24-1340	Kalafong Hospital	LB.1.3.4.X Recombinants Other	[0.98021334, 0.01944482, 0.00034218]
COV-24-1344	Gauteng	Tshwane MM	27.0	2024-07-02	COV-24-1344	Groenkloof	JN.1.X LB.1.3.4.X BA.2.86.X BA.2.X KP.3.X BA.4.X Recombinants Other	[0.84406441, 0.15557411, 0.00013201, 9.535e-05, 6.937e-05, 1.167e-05, 5.3e-05, 9.200000000000001e-07]
COV-24-1346	KwaZulu-Natal	Ethekwini MM	27.0	2024-07-01	COV-24-1346	Northern Wastewater Treatment Works (KZN)	JN.1.X BA.5.X XBB.X Delta Recombinants Other	[0.9998701299999998, 8.900000000000001e-07, 2.3e-07, 2.2e-07, 0.00013026999999999998, 4.4e-06]
COV-24-1348	Gauteng	Johannesburg MM	27.0	2024-07-02	COV-24-1348	Northern Wastewater Treatment Works (GP)	KP.3.X LB.1.3.X JN.1.X BA.2.86.X Recombinants	[0.42566399, 0.36130528, 0.21255511, 0.00040371, 7.187e-05]
COV-24-1349	Gauteng	Ekurhuleni MM	27.0	2024-07-02	COV-24-1349	ERWAT Vlakplaat Wastewater Treatment Works	JN.1.X KP.3.X LB.1.3.X KP.1.X BA.2.86.X BA.4.X XBB.X BA.5.X Recombinants Other	[0.6911096799999998, 0.20121561999999998, 0.00027354, 0.00026897, 9.983e-05, 5.724e-05, 1.02e-06, 6.499999999999999e-07, 0.10697362999999999, 4.34e-06]
COV-24-1350	Gauteng	Johannesburg MM	27.0	2024-07-03	COV-24-1350	Bushkoppies Inlet	JN.1.X KP.3.X KP.1.X BA.2.X LB.1.3.X BA.4.X XBB.X BA.5.X LB.1.3.4.X Delta Recombinants Other	[0.99859663, 0.00093634, 0.0002761, 9.786e-05, 4.775e-05, 4.452e-05, 3.0899999999999996e-06, 1.76e-06, 5.6e-07, 5.1e-07, 1.21e-06, 1.2239999999999998e-05]
COV-24-1351	Gauteng	Johannesburg MM	27.0	2024-07-03	COV-24-1351	Bushkoppies Final	JN.1.X KP.1.X XBB.1.5.X BA.2.X BA.5.X Recombinants Other	[0.9998880000000001, 0.0001101, 8.7e-07, 4.3e-07, 4.2e-07, 5.1e-07, 3.34e-06]
COV-24-1352	Gauteng	Johannesburg MM	27.0	2024-07-03	COV-24-1352	Klipsruit Yard (Before tunnel)	JN.1.X BA.2.86.X KP.1.X Recombinants Other	[0.8153956400000001, 0.18416797000000001, 0.00024249, 0.0001937, 8.6e-07]
COV-24-1355	Gauteng	Johannesburg MM	27.0	2024-07-03	COV-24-1355	Goudkoppies Wastewater Treatment Works	JN.1.X KP.3.X KP.1.X Recombinants	[0.6967582400000001, 0.23586693, 0.06666670000000001, 0.0007080099999999999]
COV-24-1356	Gauteng	Ekurhuleni MM	27.0	2024-07-02	COV-24-1356	Hartebeesfontein Waterworks	JN.1.X BA.5.X KP.1.X Recombinants Other	[0.9998893400000002, 4.911e-05, 8.44e-06, 5.291e-05, 7e-07]
COV-24-1357	Mpumalanga	Ehlanzeni DM	27.0	2024-07-01	COV-24-1357	Kingstonvale	JN.1.X BA.2.86.X KP.1.X BA.5.X Other	[0.7250534300000001, 0.27479689999999996, 0.00014936, 2.3e-07, 6.800000000000001e-07]
COV-24-1358	Western Cape	Cape Town MM	27.0	2024-07-02	COV-24-1358	Borcherds Quarry Wastewater Treatment Works	KP.1.X JN.1.X	[0.99936231, 0.00063769]
COV-24-1359	Western Cape	Cape Town MM	27.0	2024-07-02	COV-24-1359	Zandvleit Wastewater Treatment Works	JN.1.X KP.1.X BA.2.86.X BA.5.X XBB.1.5.X BA.1.X BA.2.X KP.3.X Delta XBB.X Recombinants Other	[0.9993393100000001, 0.00058529, 7.362e-05, 1.77e-06, 5.3e-07, 3.1e-07, 6.3e-07, 2.2e-07, 2.2e-07, 4.4e-07, 3.9e-07, 5.1e-06]
COV-24-1360	Free State	Mangaung MM	27.0	2024-07-02	COV-24-1360	Sterkwater Wastewater Treatment Works	BA.2.86.X JN.1.X KP.3.X KP.1.X LP.8.1.X BA.5.X BA.2.X Recombinants	[0.23585358999999997, 0.5990445599999994, 0.1592117, 0.0009759500000000001, 0.00012880000000000001, 9.603e-05, 5e-06, 0.004684000000000001]
COV-24-1364	Gauteng	Ekurhuleni MM	27.0	2024-07-04	COV-24-1364	Midstream	KP.3.X JN.1.X BA.2.86.X LB.1.3.X LB.1.3.4.X KP.1.X BA.4.X BA.2.X Recombinants	[0.9429800099999999, 0.044890500000000014, 0.00259105, 0.00213806, 0.001337, 0.00043888, 9.708e-05, 3.392e-05, 0.00549346]
COV-24-1365	Gauteng	Ekurhuleni MM	27.0	2024-07-04	COV-24-1365	Olifantsfontein	KP.1.X JN.1.X LB.1.3.X BA.2.86.X Recombinants	[0.56129, 0.43791082, 0.00046992000000000003, 5.813e-05, 0.00027109]
COV-24-1367	Gauteng	Ekurhuleni MM	27.0	2024-07-04	COV-24-1367	Tembisa Hospital Downstream	KP.3.X XEC.X JN.1.X Other	[0.99959715, 0.00029703, 0.00010603, 5.599999999999999e-07]
COV-24-1374	North West	Bojanala Platinum DM	27.0	2024-07-03	COV-24-1374	Rustenburg Wastewater Treatment Works	JN.1.X LB.1.3.X LB.1.3.4.X KP.1.X	[0.73430831, 0.264092, 0.001416, 0.00018364]
COV-24-1378	Gauteng	Ekurhuleni MM	27.0	2024-07-05	COV-24-1378	Daspoort Wastewater Treatment Works	JN.1.X KP.3.X KP.1.X BA.2.86.X BA.4.X Recombinants	[0.5222803500000001, 0.476717, 0.00059098, 0.00014815, 6.486e-05, 0.00019866000000000003]
COV-24-1380	Gauteng	Tshwane MM	27.0	2024-07-05	COV-24-1380	Kalafong Hospital	JN.1.X KP.3.X KP.1.X LB.1.3.X LP.8.1.X XBB.1.5.X BA.4.X BA.2.X BA.5.X XBB.X Recombinants Other	[0.6356896, 0.36395454, 0.00012066000000000001, 8.676e-05, 7.551e-05, 1.22e-06, 6.8e-07, 4.2e-07, 2.8e-07, 5.6e-07, 7.155e-05, 3.22e-06]
COV-24-1384	Gauteng	Tshwane MM	27.0	2024-07-05	COV-24-1384	Groenkloof	JN.1.X KP.1.X Recombinants Other	[0.5100709100000002, 0.48979598, 0.00013295, 6.6e-07]
COV-24-1387	Gauteng	Ekurhuleni MM	28.0	2024-07-08	COV-24-1387	Midstream	JN.1.X LB.1.3.X BA.2.86.X KP.1.X Delta XBB.X BA.5.X Other	[0.5072093400000001, 0.4925258, 0.00014078, 0.00012329, 1.53e-06, 9.5e-07, 5.9e-07, 3.58e-06]
COV-24-1390	Gauteng	Ekurhuleni MM	28.0	2024-07-08	COV-24-1390	Tembisa Hospital Downstream	KP.3.X JN.1.X KP.1.X BA.2.X BA.5.X XBB.X Delta Recombinants Other	[0.99914436, 0.00053196, 0.00011229, 3.6e-07, 6.699999999999999e-07, 2.9e-07, 3.5000000000000004e-07, 0.00013364, 0.00015982000000000002]
COV-24-1394	Gauteng	Ekurhuleni MM	28.0	2024-07-08	COV-24-1394	Sasol Garage	LB.1.3.X JN.1.X KP.3.X KP.1.X BA.2.86.X BA.5.X Other Recombinants	[0.850501, 0.0955767, 0.05352537999999999, 0.00015215999999999998, 5.299e-05, 4.279e-05, 8.016e-05, 6.871e-05]
COV-24-1396	Gauteng	Tshwane MM	28.0	2024-07-09	COV-24-1396	Daspoort Wastewater Treatment Works	JN.1.X KP.1.X KP.3.X LP.8.1.X BA.2.86.X XEC.X XBB.1.5.X BA.5.X BA.2.X Delta XBB.X Recombinants Other	[0.47165574000000005, 0.27752856, 0.25057601999999995, 0.00010586, 5.795e-05, 9.35e-06, 2.08e-06, 2.6e-06, 9.4e-07, 3.8e-07, 5.1e-07, 6.473e-05, 9.64e-06]
COV-24-1402	Gauteng	Johannesburg MM	28.0	2024-07-09	COV-24-1402	Northern Wastewater Treatment Works (GP)	JN.1.X KP.3.X LB.1.3.X KP.1.X BA.2.X BA.5.X XBB.1.5.X Recombinants Other	[0.5936756599999997, 0.20404485, 0.20186147, 7.063e-05, 3.766e-05, 7.1e-07, 2.5e-07, 0.00030878, 1.8e-06]
COV-24-1406	Gauteng	Johannesburg MM	28.0	2024-07-10	COV-24-1406	Bushkoppies Inlet	KP.3.X KP.1.X JN.1.X BA.2.86.X Other	[0.215534, 0.23650815, 0.5475795499999999, 0.00037781999999999996, 2.1e-07]
COV-24-1407	Gauteng	Johannesburg MM	28.0	2024-07-10	COV-24-1407	Bushkoppies Final	JN.1.X KP.3.X KP.1.X BA.2.86.X BA.4.X BA.2.X BA.5.X XBB.X Recombinants Other	[0.9995214099999997, 0.00015081, 9.322e-05, 7.784e-05, 2.379e-05, 1.11e-06, 1.14e-06, 7.4e-07, 0.00013083, 7.96e-06]
